ID,Animal,Breed,Gender,Age,Category,Disease,WBC,RBC,Hemoglobin,Platelets,Glucose,ALT,AST,Urea,Creatinine,Symptom_Fever,Symptom_Lethargy,Symptom_Vomiting,Symptom_Diarrhea,Symptom_WeightLoss,Symptom_SkinLesion,Symptom_Coughing,Symptom_Lameness,Symptom_NasalDischarge,Symptom_EyeDischarge,Symptom_Drooling,Symptom_Blisters,WBC_RBC_Ratio,ALT_AST_Ratio,Urea_Creat_Ratio
DEV_2730,Sheep,Purebred,Female,13.4,Cardiovascular,Valvular Disease,14.2,5.3,15.0,318.0,106.0,16.0,12.0,26.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,2.6792452830188678,1.3333333333333333,26.0
DEV_2731,Lizard,Purebred,Male,9.3,Metabolic,Hypovitaminosis A,16.0,7.5,17.7,299.0,88.0,109.0,32.0,11.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2.1333333333333333,3.40625,22.0
DEV_2732,Horse,Purebred,Female,9.0,Cardiovascular,Pericarditis,11.0,8.1,15.4,430.0,90.0,16.0,,,0.6,0,0,0,0,0,0,0,0,0,1,0,0,1.3580246913580247,0.0,0.0
DEV_2733,Cattle,,Male,4.7,Parasitic,Coccidiosis,10.8,4.3,9.1,360.0,79.0,21.0,28.0,11.0,0.9,0,1,0,0,0,0,0,0,0,0,0,0,2.5116279069767447,0.75,12.222222222222221
DEV_2734,Chicken,Purebred,Female,14.0,Cardiovascular,Ascites Syndrome,9.7,6.7,12.8,188.0,81.0,5.0,27.0,17.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,1.4477611940298507,0.18518518518518517,13.076923076923077
DEV_2735,GuineaPig,Mixed,Male,13.1,Metabolic,Hypocalcemia,16.1,6.9,13.4,424.0,110.0,,40.0,21.0,1.1,0,0,0,0,0,0,1,0,0,0,0,0,2.3333333333333335,0.0,19.09090909090909
DEV_2736,Goat,Purebred,Female,3.6,Metabolic,Copper Deficiency,15.5,9.4,16.6,324.0,96.0,274.0,26.0,13.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1.6489361702127658,10.538461538461538,18.571428571428573
DEV_2737,Duck,,Female,9.2,Musculoskeletal,Bumblefoot,6.1,6.0,16.9,379.0,120.0,16.0,41.0,16.0,,0,0,0,0,0,0,0,1,0,0,0,0,1.0166666666666666,0.3902439024390244,0.0
DEV_2738,Duck,Purebred,Female,13.2,Cardiovascular,Heart Failure,15.4,8.9,16.4,399.0,91.0,,32.0,15.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1.7303370786516854,0.0,18.75
DEV_2739,Cat,,Male,2.1,Respiratory,Bronchitis,11.4,6.1,13.0,202.0,97.0,21.0,50.0,12.0,0.9,0,0,0,0,0,0,1,0,1,0,0,0,1.8688524590163935,0.42,13.333333333333332
DEV_2740,Fish,Purebred,Male,8.9,Cardiovascular,Cardiomyopathy,16.2,6.4,15.1,353.0,88.0,17.0,13.0,19.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2.5312499999999996,1.3076923076923077,19.0
DEV_2741,Rabbit,Purebred,Unknown,14.4,Viral,Rabbit Hemorrhagic Disease,20.8,8.4,16.9,480.0,86.0,,28.0,20.0,0.4,1,1,0,0,0,0,0,0,1,0,0,0,2.4761904761904763,0.0,50.0
DEV_2742,Parrot,Purebred,Male,8.2,Viral,Polyomavirus,24.5,7.6,17.6,256.0,89.0,55.0,50.0,8.0,0.4,1,0,0,0,0,0,0,0,0,1,0,0,3.223684210526316,1.1,20.0
DEV_2743,Horse,Mixed,Female,14.6,Gastrointestinal,Diarrhea,7.3,5.9,16.8,223.0,109.0,22.0,41.0,47.0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,1.2372881355932202,0.5365853658536586,117.5
DEV_2744,Tiger,Mixed,Unknown,6.5,Cardiovascular,Myocarditis,8.5,7.5,16.1,270.0,124.0,18.0,39.0,22.0,1.4,0,0,0,0,0,0,0,0,0,0,0,1,1.1333333333333333,0.46153846153846156,15.714285714285715
DEV_2745,Alpaca,Mixed,Unknown,11.1,Respiratory,Influenza,8.8,5.5,16.9,246.0,87.0,46.0,26.0,24.0,0.8,0,0,1,0,0,0,1,0,0,1,0,0,1.6,1.7692307692307692,30.0
DEV_2746,Llama,Purebred,Male,12.3,Cardiovascular,Valvular Disease,9.4,6.7,13.2,274.0,102.0,14.0,23.0,24.0,1.4,0,0,0,0,0,0,0,0,0,0,0,1,1.4029850746268657,0.6086956521739131,17.142857142857142
DEV_2747,Duck,,Male,6.3,Bacterial,Salmonellosis,20.0,6.9,15.6,226.0,92.0,70.0,75.0,18.0,1.1,1,1,0,0,0,0,0,1,0,0,0,0,2.898550724637681,0.9333333333333333,16.363636363636363
DEV_2748,Turkey,Mixed,Female,8.1,Cardiovascular,Aortic Rupture,14.6,7.7,16.5,326.0,72.0,,24.0,29.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1.896103896103896,0.0,72.5
DEV_2749,Pig,Purebred,Female,8.5,Musculoskeletal,Leg Weakness,10.4,6.7,18.3,371.0,104.0,30.0,,20.0,0.7,0,0,0,0,0,0,0,1,0,0,1,0,1.5522388059701493,0.0,28.571428571428573
DEV_2750,Lizard,Purebred,Female,8.4,Respiratory,Aspergillosis,11.9,6.7,17.1,272.0,84.0,17.0,13.0,20.0,0.7,0,0,0,0,0,0,1,0,0,0,0,0,1.7761194029850746,1.3076923076923077,28.571428571428573
DEV_2751,Lizard,Mixed,Female,3.4,Respiratory,Bacterial URI,16.5,8.7,17.7,372.0,77.0,,40.0,13.0,0.9,0,0,0,0,0,0,1,0,1,0,0,0,1.8965517241379313,0.0,14.444444444444445
DEV_2752,Snake,Mixed,Male,8.8,Metabolic,Kidney Disease,18.4,7.1,13.3,349.0,89.0,62.0,35.0,93.0,4.4,0,0,0,0,0,0,0,0,0,0,0,1,2.591549295774648,1.7714285714285714,21.136363636363633
DEV_2753,Ferret,Mixed,Female,6.3,Bacterial,Campylobacter,20.9,6.7,13.7,352.0,78.0,83.0,60.0,12.0,0.6,1,1,0,0,0,0,0,1,0,0,0,0,3.1194029850746268,1.3833333333333333,20.0
DEV_2754,Horse,Purebred,Male,12.2,Metabolic,Colic,13.3,7.9,15.2,254.0,81.0,134.0,37.0,10.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.6835443037974684,3.6216216216216215,10.0
DEV_2755,Parrot,Mixed,Male,5.2,Metabolic,Obesity,9.5,5.3,15.0,420.0,84.0,130.0,45.0,14.0,1.1,0,0,0,0,0,0,0,0,1,0,0,0,1.7924528301886793,2.888888888888889,12.727272727272727
DEV_2756,Alpaca,Purebred,Female,0.6,Parasitic,Meningeal Worm,13.5,3.8,7.4,451.0,114.0,13.0,41.0,5.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,3.5526315789473686,0.3170731707317073,6.25
DEV_2757,Snake,Mixed,Male,11.0,Viral,Paramyxovirus,12.8,6.6,11.9,382.0,103.0,53.0,40.0,16.0,0.8,1,1,0,0,0,0,0,0,0,0,0,0,1.9393939393939397,1.325,20.0
DEV_2758,Snake,Mixed,Male,4.0,Respiratory,Inclusion Body Disease Respiratory,6.0,5.4,16.3,320.0,67.0,27.0,18.0,12.0,1.3,0,0,0,0,0,0,1,0,1,1,0,0,1.111111111111111,1.5,9.23076923076923
DEV_2759,Cattle,,Male,3.7,Parasitic,Theileriosis,9.2,4.3,8.8,492.0,,14.0,30.0,2.0,1.8,0,0,1,0,0,0,0,0,0,0,0,0,2.13953488372093,0.4666666666666667,1.1111111111111112
DEV_2760,Lizard,Mixed,Male,4.9,Metabolic,Hypocalcemia,11.5,8.6,15.2,361.0,102.0,309.0,25.0,16.0,0.7,0,0,0,0,0,0,1,0,0,0,0,0,1.3372093023255816,12.36,22.857142857142858
DEV_2761,Goat,Purebred,Male,5.0,Parasitic,Liver Fluke,9.7,3.1,6.9,418.0,92.0,52.0,13.0,12.0,0.7,0,0,0,0,1,0,0,0,0,0,0,0,3.129032258064516,4.0,17.142857142857142
DEV_2762,Llama,Mixed,Male,12.1,Respiratory,Pneumonia,8.3,6.0,13.8,339.0,94.0,18.0,49.0,3.0,0.4,0,0,0,0,1,0,1,0,1,0,0,0,1.3833333333333335,0.3673469387755102,7.5
DEV_2763,Dog,Mixed,Unknown,5.2,Parasitic,Tapeworm,12.9,2.9,11.1,226.0,82.0,56.0,13.0,21.0,0.6,0,0,0,1,0,0,0,0,0,0,0,0,4.448275862068966,4.3076923076923075,35.0
DEV_2764,Turtle,Purebred,Female,9.4,Musculoskeletal,Fractures,,7.6,14.8,237.0,94.0,31.0,35.0,19.0,0.4,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.8857142857142857,47.5
DEV_2765,Sheep,Mixed,Male,9.0,Cardiovascular,Myocarditis,12.0,6.3,16.1,230.0,89.0,24.0,40.0,16.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1.9047619047619049,0.6,22.857142857142858
DEV_2766,Llama,Purebred,Unknown,5.2,Bacterial,Anthrax,23.0,8.4,17.5,418.0,98.0,129.0,131.0,23.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,2.738095238095238,0.9847328244274809,19.166666666666668
DEV_2767,GuineaPig,Purebred,Female,3.4,Gastrointestinal,GI Stasis,15.0,,15.5,197.0,98.0,48.0,46.0,47.0,1.3,0,0,0,1,0,0,0,0,1,0,0,0,0.0,1.0434782608695652,36.15384615384615
DEV_2768,Rabbit,Mixed,Female,11.2,Respiratory,Pneumonia,9.7,6.1,14.8,383.0,108.0,39.0,26.0,24.0,1.2,0,0,0,0,1,0,1,0,1,0,0,0,1.5901639344262295,1.5,20.0
DEV_2769,Llama,Purebred,Female,12.8,Bacterial,Tuberculosis,23.5,6.6,14.3,385.0,105.0,88.0,107.0,4.0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,3.560606060606061,0.822429906542056,20.0
DEV_2770,Elephant,Mixed,Male,2.3,Bacterial,Salmonellosis,25.6,6.9,12.3,253.0,84.0,101.0,132.0,24.0,1.2,1,0,0,0,0,0,0,1,0,0,0,0,3.710144927536232,0.7651515151515151,20.0
DEV_2771,Rabbit,Mixed,Female,14.1,Cardiovascular,Endocarditis,9.7,5.7,12.3,363.0,89.0,45.0,48.0,25.0,1.2,0,0,0,0,0,0,1,0,0,0,0,0,1.701754385964912,0.9375,20.833333333333336
DEV_2772,Sheep,Mixed,Male,9.0,Gastrointestinal,Bloat,4.6,5.6,,488.0,98.0,27.0,21.0,52.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0.8214285714285714,1.2857142857142858,52.0
DEV_2773,Fish,,Male,12.0,Respiratory,Branchiomycosis,14.1,,17.5,306.0,,54.0,12.0,16.0,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0.0,4.5,10.666666666666666
DEV_2774,GuineaPig,Purebred,Male,12.2,Gastrointestinal,Salmonella Enteritis,6.1,5.0,16.1,483.0,98.0,,32.0,40.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0.0,44.44444444444444
DEV_2775,Fish,,Male,1.1,Musculoskeletal,Fin Rot,11.9,8.8,13.2,319.0,92.0,35.0,37.0,10.0,1.6,0,0,0,0,0,0,0,1,0,0,0,1,1.3522727272727273,0.9459459459459459,6.25
DEV_2776,Llama,,Male,9.5,Cardiovascular,Myocarditis,11.2,7.6,12.8,179.0,106.0,60.0,21.0,19.0,0.9,0,0,0,0,0,0,0,0,0,0,0,1,1.4736842105263157,2.857142857142857,21.11111111111111
DEV_2777,Snake,Purebred,Female,8.5,Viral,Reovirus,18.7,,16.9,346.0,104.0,,24.0,21.0,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,26.25
DEV_2778,Cat,Purebred,Unknown,4.1,Cardiovascular,Thromboembolism,14.3,,17.9,393.0,117.0,40.0,9.0,18.0,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0.0,4.444444444444445,30.0
DEV_2779,Elephant,Purebred,Female,10.9,Cardiovascular,Arteriosclerosis,15.5,7.0,15.4,278.0,97.0,53.0,34.0,16.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2.2142857142857144,1.5588235294117647,20.0
DEV_2780,Turtle,Mixed,Unknown,8.1,Metabolic,Gout,18.4,7.1,15.5,332.0,87.0,177.0,59.0,23.0,1.4,0,0,0,0,1,0,0,0,0,0,0,0,2.591549295774648,3.0,16.42857142857143
DEV_2781,Pig,Purebred,Female,5.4,Gastrointestinal,Swine Dysentery,13.1,8.6,16.3,264.0,99.0,18.0,25.0,37.0,0.8,0,0,0,1,0,0,1,0,0,0,0,0,1.5232558139534884,0.72,46.25
DEV_2782,Horse,,Male,3.2,Viral,Equine Influenza,19.2,8.0,13.0,460.0,118.0,23.0,46.0,22.0,0.7,1,0,0,0,0,0,1,0,1,1,0,1,2.4,0.5,31.42857142857143
DEV_2783,Duck,Purebred,Male,4.8,Respiratory,Pneumonia,13.0,4.6,14.8,378.0,76.0,24.0,32.0,22.0,0.3,0,0,0,0,1,0,1,0,0,0,0,0,2.8260869565217392,0.75,73.33333333333334
DEV_2784,Chicken,Mixed,Male,1.5,Musculoskeletal,Rickets,11.0,5.8,15.4,310.0,80.0,28.0,17.0,15.0,1.1,0,0,0,0,0,0,0,1,0,0,0,0,1.896551724137931,1.6470588235294117,13.636363636363635
DEV_2785,Turtle,Purebred,Male,3.6,Parasitic,Mites,11.9,2.5,6.9,419.0,98.0,18.0,20.0,22.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0.9,27.5
DEV_2786,GuineaPig,Purebred,Unknown,13.3,Musculoskeletal,Fractures,12.4,6.8,11.7,216.0,81.0,33.0,39.0,12.0,0.9,0,0,0,0,1,0,0,1,0,0,0,0,1.823529411764706,0.8461538461538461,13.333333333333332
DEV_2787,GuineaPig,Purebred,Female,10.4,Bacterial,Yersiniosis,23.6,6.2,15.7,337.0,104.0,82.0,118.0,16.0,1.3,0,1,0,0,0,0,0,0,0,0,0,0,3.806451612903226,0.6949152542372882,12.307692307692307
DEV_2788,Cattle,Mixed,Female,9.2,Cardiovascular,Endocarditis,12.1,7.4,15.4,284.0,91.0,31.0,45.0,26.0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,1.635135135135135,0.6888888888888889,52.0
DEV_2789,Llama,Mixed,Male,4.3,Musculoskeletal,White Muscle Disease,10.9,7.9,14.0,338.0,94.0,8.0,27.0,21.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1.379746835443038,0.2962962962962963,12.352941176470589
DEV_2790,Parrot,Purebred,Female,3.8,Respiratory,Aspergillosis,6.3,8.3,14.0,349.0,81.0,26.0,,23.0,1.4,0,0,0,0,1,0,0,0,1,0,0,0,0.7590361445783131,0.0,16.42857142857143
DEV_2791,Cat,Purebred,Male,14.6,Cardiovascular,Hypertrophic Cardiomyopathy,16.2,8.2,14.8,301.0,101.0,14.0,22.0,22.0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1.975609756097561,0.6363636363636364,20.0
DEV_2792,Llama,Mixed,Male,13.7,Parasitic,Internal Worms,12.0,2.8,8.5,191.0,77.0,25.0,16.0,17.0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,4.285714285714286,1.5625,42.5
DEV_2793,Alpaca,,Female,10.2,Parasitic,Lice,10.6,5.2,8.3,268.0,88.0,61.0,16.0,23.0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,2.0384615384615383,3.8125,28.75
DEV_2794,Sheep,,Male,6.8,Musculoskeletal,White Muscle Disease,19.1,8.1,16.3,279.0,95.0,,21.0,20.0,0.3,0,0,0,0,0,0,0,1,0,0,0,0,2.358024691358025,0.0,66.66666666666667
DEV_2795,Turtle,Purebred,Female,12.5,Musculoskeletal,Arthritis,19.1,8.3,13.9,175.0,117.0,14.0,52.0,16.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,2.3012048192771086,0.2692307692307692,16.0
DEV_2796,Sheep,,Female,9.0,Bacterial,Footrot,26.3,7.2,14.6,243.0,116.0,92.0,106.0,14.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,3.6527777777777777,0.8679245283018868,14.0
DEV_2797,Turtle,Mixed,Male,4.9,Bacterial,Mycobacteriosis,27.6,6.2,16.2,502.0,85.0,,117.0,9.0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,4.451612903225807,0.0,15.0
DEV_2798,Buffalo,Mixed,Male,11.2,Respiratory,Bronchitis,9.0,7.9,14.2,461.0,101.0,32.0,34.0,9.0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,1.1392405063291138,0.9411764705882353,9.0
DEV_2799,Rabbit,,Female,6.8,Musculoskeletal,Spondylosis,9.1,,18.4,373.0,103.0,46.0,19.0,18.0,1.3,0,0,1,0,0,0,0,1,0,0,0,0,0.0,2.4210526315789473,13.846153846153845
DEV_2800,Turkey,Purebred,Male,10.0,Cardiovascular,Pericarditis,14.6,7.1,13.9,280.0,119.0,24.0,57.0,16.0,0.9,0,0,0,0,0,0,0,0,0,1,0,0,2.056338028169014,0.42105263157894735,17.77777777777778
DEV_2801,Llama,Purebred,Male,4.4,Bacterial,Johne Disease,23.2,5.7,15.8,250.0,110.0,134.0,95.0,16.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,4.070175438596491,1.4105263157894736,14.545454545454545
DEV_2802,Llama,,Female,7.7,Parasitic,Liver Fluke,13.3,3.9,7.5,212.0,89.0,16.0,42.0,22.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,3.4102564102564106,0.38095238095238093,15.714285714285715
DEV_2803,Rabbit,Mixed,Female,10.4,Musculoskeletal,Spondylosis,7.3,6.3,17.3,221.0,112.0,22.0,43.0,19.0,0.2,0,0,1,0,0,0,0,1,0,0,0,0,1.1587301587301588,0.5116279069767442,95.0
DEV_2804,Alpaca,,Male,14.2,Respiratory,Pneumonia,11.8,6.5,14.9,354.0,81.0,52.0,28.0,20.0,0.8,0,0,0,0,0,0,1,0,1,0,0,0,1.8153846153846156,1.8571428571428572,25.0
DEV_2805,Dog,Mixed,Female,14.1,Musculoskeletal,Hip Dysplasia,13.8,6.3,,443.0,89.0,22.0,37.0,25.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,2.1904761904761907,0.5945945945945946,25.0
DEV_2806,Lion,Purebred,Female,6.7,Bacterial,Tuberculosis,26.2,7.2,16.4,379.0,96.0,109.0,121.0,6.0,0.8,1,0,0,0,1,0,0,0,0,0,0,0,3.638888888888889,0.9008264462809917,7.5
DEV_2807,Cat,Mixed,Unknown,8.2,Respiratory,Pleural Effusion,11.2,4.8,12.5,465.0,108.0,25.0,42.0,23.0,1.4,0,0,0,0,0,0,1,0,0,0,0,0,2.3333333333333335,0.5952380952380952,16.42857142857143
DEV_2808,Cat,Purebred,Male,7.2,Musculoskeletal,Muscular Dystrophy,10.8,7.0,15.6,261.0,82.0,35.0,25.0,8.0,1.4,0,0,0,0,0,0,1,1,0,0,0,0,1.542857142857143,1.4,5.714285714285714
DEV_2809,GuineaPig,Mixed,Female,3.3,Parasitic,Coccidia,9.0,4.4,8.3,389.0,,9.0,57.0,10.0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,2.0454545454545454,0.15789473684210525,16.666666666666668
DEV_2810,GuineaPig,Mixed,Male,13.6,Cardiovascular,Cardiomyopathy,9.8,9.2,18.0,286.0,101.0,24.0,33.0,23.0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1.065217391304348,0.7272727272727273,17.692307692307693
DEV_2811,Lion,Purebred,Male,1.3,Cardiovascular,Hypertrophic Cardiomyopathy,16.6,7.2,14.6,407.0,64.0,18.0,9.0,12.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2.305555555555556,2.0,15.0
DEV_2812,Elephant,Purebred,Female,13.7,Metabolic,Fatty Liver,16.4,5.3,17.0,274.0,86.0,233.0,,7.0,,0,0,0,0,0,1,0,0,0,0,0,0,3.094339622641509,0.0,0.0
DEV_2813,Ferret,Mixed,Male,8.6,Gastrointestinal,ECE,6.2,7.2,17.2,468.0,108.0,47.0,58.0,32.0,0.7,0,0,0,1,0,0,0,0,0,0,1,0,0.8611111111111112,0.8103448275862069,45.714285714285715
DEV_2814,Dog,Mixed,Female,13.9,Bacterial,Salmonellosis,22.6,6.8,,274.0,106.0,,96.0,14.0,0.3,1,1,0,0,0,0,0,1,0,0,0,0,3.323529411764706,0.0,46.66666666666667
DEV_2815,Pig,Mixed,Male,11.8,Viral,African Swine Fever,22.3,,13.7,205.0,75.0,26.0,42.0,14.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.6190476190476191,15.555555555555555
DEV_2816,Duck,Mixed,Female,10.2,Musculoskeletal,Fractures,15.4,8.0,16.8,461.0,98.0,11.0,40.0,11.0,0.7,0,0,0,0,1,0,0,1,0,0,0,0,1.925,0.275,15.714285714285715
DEV_2817,Rabbit,Purebred,Male,14.3,Bacterial,Tyzzer Disease,28.6,7.6,14.3,312.0,84.0,113.0,,23.0,1.3,0,0,0,0,0,0,0,0,0,1,0,0,3.7631578947368425,0.0,17.692307692307693
DEV_2818,Buffalo,Mixed,Male,13.1,Respiratory,Bovine Respiratory Complex,8.8,8.0,18.3,454.0,97.0,7.0,,11.0,0.7,1,0,0,0,0,0,1,0,1,0,0,0,1.1,0.0,15.714285714285715
DEV_2819,Lizard,Purebred,Unknown,11.8,Respiratory,Bacterial URI,7.2,7.1,17.3,417.0,93.0,44.0,46.0,16.0,1.1,0,0,0,0,1,0,1,0,1,0,0,0,1.0140845070422535,0.9565217391304348,14.545454545454545
DEV_2820,Duck,Purebred,Male,2.0,Respiratory,Sinusitis,10.6,7.2,12.8,412.0,104.0,32.0,38.0,,1.1,0,0,0,0,0,0,0,1,1,0,0,0,1.472222222222222,0.8421052631578947,0.0
DEV_2821,Alpaca,Purebred,Female,5.9,Metabolic,Ketosis,11.7,7.7,12.6,,118.0,,41.0,22.0,1.2,0,0,0,0,0,0,1,0,0,0,0,0,1.5194805194805194,0.0,18.333333333333336
DEV_2822,Turtle,Mixed,Female,13.8,Gastrointestinal,Impaction,7.5,5.7,15.7,317.0,106.0,36.0,45.0,40.0,0.5,0,0,1,1,0,1,0,0,0,0,0,0,1.3157894736842104,0.8,80.0
DEV_2823,GuineaPig,Mixed,Male,1.0,Bacterial,E.coli,23.0,8.0,14.2,260.0,99.0,65.0,106.0,10.0,0.8,1,1,0,1,0,0,0,0,0,0,0,0,2.875,0.6132075471698113,12.5
DEV_2824,Elephant,Mixed,Male,8.5,Gastrointestinal,Impaction,11.7,7.8,12.8,393.0,94.0,51.0,18.0,52.0,0.5,0,0,1,1,0,1,0,0,0,0,0,0,1.5,2.8333333333333335,104.0
DEV_2825,Cattle,,Female,14.8,Gastrointestinal,Displaced Abomasum,16.1,8.6,15.5,276.0,100.0,45.0,54.0,55.0,,0,0,1,1,0,0,0,0,0,0,0,0,1.8720930232558142,0.8333333333333334,0.0
DEV_2826,Turkey,Purebred,Unknown,1.6,Respiratory,Mycoplasmosis,15.4,8.2,11.7,343.0,89.0,8.0,36.0,14.0,1.4,0,0,0,0,0,0,1,0,1,0,0,0,1.878048780487805,0.2222222222222222,10.0
DEV_2827,Ferret,Mixed,Female,7.7,Gastrointestinal,Helicobacter,11.8,6.4,13.9,220.0,81.0,46.0,20.0,,1.0,0,0,1,1,0,0,0,0,0,0,0,0,1.84375,2.3,0.0
DEV_2828,Llama,Purebred,Female,4.1,Respiratory,Pleuropneumonia,16.2,5.9,15.3,281.0,106.0,38.0,28.0,8.0,0.9,0,0,0,0,0,0,1,0,1,0,0,0,2.7457627118644066,1.3571428571428572,8.88888888888889
DEV_2829,Llama,,Male,0.9,Cardiovascular,Arrhythmia,7.2,6.7,18.1,345.0,92.0,31.0,42.0,24.0,1.3,0,0,0,0,0,0,0,0,0,0,0,1,1.0746268656716418,0.7380952380952381,18.46153846153846
DEV_2830,Lizard,Purebred,Male,1.8,Gastrointestinal,Anorexia,9.9,6.0,12.2,298.0,,8.0,54.0,37.0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,1.6500000000000001,0.14814814814814814,74.0
DEV_2831,Tiger,Purebred,Female,13.5,Parasitic,Toxoplasmosis,9.1,5.4,9.9,454.0,101.0,,14.0,17.0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1.6851851851851851,0.0,34.0
DEV_2832,Turtle,Purebred,Female,3.7,Musculoskeletal,Metabolic Bone Disease,15.0,5.6,12.5,461.0,101.0,15.0,35.0,29.0,0.7,0,0,0,0,0,0,0,1,0,0,0,0,2.678571428571429,0.42857142857142855,41.42857142857143
DEV_2833,Turkey,Mixed,Female,4.8,Respiratory,Pneumonia,14.1,4.6,15.3,399.0,107.0,9.0,27.0,10.0,0.8,0,0,0,0,0,0,1,0,1,0,0,0,3.065217391304348,0.3333333333333333,12.5
DEV_2834,Duck,Mixed,Female,1.1,Viral,Duck Virus Hepatitis,19.9,7.4,14.5,434.0,115.0,36.0,35.0,,1.1,1,1,0,0,0,0,0,0,0,0,1,0,2.689189189189189,1.0285714285714285,0.0
DEV_2835,Duck,Mixed,Male,3.7,Metabolic,Fatty Liver,8.0,,15.9,282.0,93.0,162.0,30.0,9.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.4,9.0
DEV_2836,Cat,Mixed,Male,10.9,Gastrointestinal,Gastritis,7.6,6.2,17.6,342.0,98.0,27.0,25.0,56.0,1.2,0,0,1,0,1,0,0,0,0,0,0,0,1.225806451612903,1.08,46.66666666666667
DEV_2837,Lizard,Mixed,Female,6.6,Respiratory,Mouth Rot Secondary,10.9,6.4,12.8,477.0,122.0,28.0,27.0,18.0,1.6,0,0,0,0,0,0,1,0,1,0,0,0,1.703125,1.037037037037037,11.25
DEV_2838,Cat,Purebred,Unknown,12.5,Cardiovascular,Myocarditis,15.9,7.9,16.7,276.0,92.0,19.0,38.0,,0.3,0,0,0,0,0,0,0,0,0,0,0,1,2.0126582278481013,0.5,0.0
DEV_2839,Sheep,Mixed,Male,11.3,Respiratory,Pasteurellosis,9.0,7.0,14.4,,90.0,25.0,18.0,14.0,1.5,0,0,0,0,0,0,1,0,0,0,1,0,1.2857142857142858,1.3888888888888888,9.333333333333334
DEV_2840,Goat,Purebred,Unknown,6.8,Parasitic,Haemonchus,13.2,3.0,9.4,355.0,94.0,16.0,26.0,21.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,4.3999999999999995,0.6153846153846154,30.000000000000004
DEV_2841,Dog,Mixed,Male,9.2,Bacterial,Bordetella,27.7,5.9,13.0,371.0,110.0,97.0,139.0,31.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,4.694915254237288,0.697841726618705,28.18181818181818
DEV_2842,Dog,Purebred,Unknown,15.0,Bacterial,Brucellosis,23.9,5.1,14.3,306.0,72.0,78.0,102.0,9.0,0.7,0,1,1,0,0,0,0,0,0,0,0,0,4.686274509803922,0.7647058823529411,12.857142857142858
DEV_2843,Cattle,Mixed,Female,10.7,Bacterial,Anthrax,29.7,7.1,16.9,454.0,86.0,146.0,74.0,14.0,0.3,1,1,0,0,0,0,0,0,0,0,0,0,4.183098591549296,1.972972972972973,46.66666666666667
DEV_2844,Goat,Mixed,Male,4.5,Gastrointestinal,Bloat,14.2,7.0,16.6,352.0,93.0,38.0,21.0,37.0,1.3,0,0,1,1,0,0,0,0,1,0,0,0,2.0285714285714285,1.8095238095238095,28.46153846153846
DEV_2845,Snake,,Male,13.6,Parasitic,Internal Worms,10.8,3.9,10.7,239.0,81.0,20.0,27.0,11.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,2.7692307692307696,0.7407407407407407,11.0
